title,authors,Annee,Pays,Journal,Quartile,Citations,Impact_Score,abstract_
Research on blockchain consensus algorithm for large-scale high-concurrency power transactions,"Xuesen Zhang;
Qinglei Guo;
Xiaoxiao Ma;
Zhe Du;
Shuang Sun;
Desheng Bai",2022,Brazil,IEEE Xplore,Q2,154,7.72,N/A
A distributed ABAC access control scheme based on blockchain,"Haichao Wang;
Zhiyu Ren;
Tianpeng Zhang;
Qiuli Wang",2022,Canada,IEEE Xplore,Q3,64,5.83,N/A
A review on current state of art of a blockchain interoperability,Unknown,2026,China,ScienceDirect,Q2,108,6.39,N/A
2024 Chinese guideline on the construction and application of medical blockchain,Unknown,2024,USA,ScienceDirect,Q4,24,6.09,N/A
Does blockchain enhance financial reporting quality?,Unknown,2026,Germany,ScienceDirect,Q2,61,3.82,N/A
Resource-Efficient joint clustering and storage optimization for blockchain-Based IoT systems,Unknown,2026,Germany,ScienceDirect,Q1,72,5.58,N/A
Supply chain structure and blockchain deployment strategies in competing supply chains,Unknown,2026,China,ScienceDirect,Q3,76,9.52,N/A
"Blockchain, financial incentives, and regenerative tourism",Unknown,2026,Brazil,ScienceDirect,Q2,14,0.92,N/A
Duopolistic blockchain adoption strategies with risky green R&D,Unknown,2026,Germany,ScienceDirect,Q2,28,4.02,N/A
Assessing blockchain technology's technical utility in construction supply chains: A multi-KPI decision support approach via use cases,Unknown,2026,UK,ScienceDirect,Q1,40,2.52,N/A
Impacts of blockchain on recycling strategy in the presence of retailing platform under extended producer responsibility,Unknown,2025,Canada,ScienceDirect,Q1,6,1.23,N/A
Blockchain applications and the relational normativity of international space law,Unknown,2025,USA,ScienceDirect,Q1,42,7.14,N/A
Blockchain-based carbon informatics for multiple stakeholders using spatial-temporal analytics,Unknown,2026,Brazil,ScienceDirect,Q1,39,2.83,N/A
Blockchain adoption for promoting carbon emission reduction in relation to social comparison and competition,Unknown,2026,Germany,ScienceDirect,Q4,34,1.72,N/A
Advanced lung cancer prediction based on a blockchain-secured dataset from extended convolutional neural networks and plasmonic sensors,Unknown,2026,Germany,ScienceDirect,Q1,6,0.86,N/A
"Blockchain technology investment, corporate financial value innovation, and brand loyalty",Unknown,2025,Canada,ScienceDirect,Q4,32,2.16,N/A
Evolutionary game analysis of multi-agent information sharing in blockchain-driven industrial platforms,Unknown,2026,China,ScienceDirect,Q2,96,6.45,N/A
"Blockchain technology, big data evidence, and financial crime",Unknown,2026,Brazil,ScienceDirect,Q1,3,0.57,N/A
Exploring the intersection of blockchain and e-health: A bibliometric analysis of recent research,Unknown,2025,Brazil,ScienceDirect,Q1,37,2.68,N/A
Blockchain technology for sustainable supply chains in the fishing industry: A systematic review,Unknown,2025,USA,ScienceDirect,Q2,11,0.6,N/A
Leveraging blockchain technology and process innovation for green supply chain performance in environmentally sensitive industries,Unknown,2026,India,ScienceDirect,Q4,71,7.92,N/A
A Game-Theoretic Approach to Pricing Electronic Components in Two Traditional and Blockchain-Based Closed-Loop Supply Chains under Refurbishment and Competition: A Case Study of Mobile Phones,Unknown,2026,China,ScienceDirect,Q2,98,6.16,N/A
Building blocks of a Blockchain-enabled framework for the humanitarian supply chain,Unknown,2025,USA,ScienceDirect,Q2,56,3.51,N/A
Overcoming Dynamic Connectivity in Internet of Vehicles: A DAG Lattice Blockchain with Reputation-Based Incentive,Unknown,2025,Germany,ScienceDirect,Q1,75,6.9,N/A
IBFT: An Impartial Byzantine Fault Tolerance Consensus Protocol for Blockchain,Unknown,2025,Germany,ScienceDirect,Q3,151,8.4,N/A
"Blockchain technology development, green finance, and urban public transportation service level",Unknown,2025,Canada,ScienceDirect,Q2,69,3.87,N/A
A review of blockchain modeling and proposals inside healthcare,Unknown,2026,USA,ScienceDirect,Q2,86,5.79,N/A
Blockchain-based network-constrained peer-to-peer energy trading in a reconfigurable distribution network,Unknown,2026,UK,ScienceDirect,Q2,142,9.47,N/A
Navigating the quantum computing threat landscape for blockchains: A comprehensive survey,Unknown,2026,France,ScienceDirect,Q2,53,5.95,N/A
Adaptive blockchain task sharding for reliable V2X incident management,Unknown,2026,UK,ScienceDirect,Q1,125,8.93,N/A
Bank financing or e-commerce platform financing: Green supply chain financing strategies with blockchain integration,Unknown,2026,Germany,ScienceDirect,Q2,65,5.97,N/A
DAPPaaS: A Customizable Blockchain as a Service Platform for Decentralized Web3 Applications,Unknown,2025,UK,ScienceDirect,Q1,35,7.05,N/A
Market reaction to blockchain news: The role of digital transformation,Unknown,2026,UK,ScienceDirect,Q1,12,0.67,N/A
BVPM: A blockchain-based scheme for secure and efficient vehicle platoon management,Unknown,2026,USA,ScienceDirect,Q2,10,5.4,N/A
One for all: A comprehensive graph structure of the account-based blockchain for multi-view analysis,Unknown,2026,China,ScienceDirect,Q1,44,4.45,N/A
Secrets on the Chain: Cryptographic Blockchain Patterns for Verifiable and Confidential Data Handling,Unknown,2025,France,ScienceDirect,Q1,17,0.96,N/A
From ambiguity to transparency: Blockchain-enabled origin traceability for premium agricultural product,Unknown,2026,India,ScienceDirect,Q2,42,7.05,N/A
A Secure and Robust Blockchain-Based Identity Management Scheme Oriented to UAV Network,Unknown,2026,Brazil,ScienceDirect,Q2,8,0.63,N/A
Mediation effects in blockchain technology adoption for social sustainability: Pre- and post-adoption analysis of existing and future socially sustainable supply chains,Unknown,2026,USA,ScienceDirect,Q1,37,9.26,N/A
Privacy-preserving electricity trading matching based on blockchain in smart grid,Unknown,2026,UK,ScienceDirect,Q2,33,1.87,N/A
Blockchain-as-a-Service: A Pure Chain Approach,Unknown,2025,UK,ScienceDirect,Q1,9,2.41,N/A
Risk management of transaction security using blockchain technology in the international logistics industry,Unknown,2025,India,ScienceDirect,Q1,34,4.25,N/A
EHRAuditChain: Scalable privacy-preserving EHR audit with RSA accumulators on blockchain,Unknown,2026,UK,ScienceDirect,Q1,130,6.51,N/A
"Reassessing blockchain in global development: Tokenization of infrastructure, social impacts, and the axie infinity case in the Philippines",Unknown,2026,China,ScienceDirect,Q3,104,9.53,N/A
Attribute-based searchable encryption for secure data sharing with blockchain in VANETs,Unknown,2026,USA,ScienceDirect,Q2,42,6.02,N/A
Clustering and analysis of user behaviour in blockchain: A case study of Planet IX,Unknown,2026,China,ScienceDirect,Q3,27,2.79,N/A
Blockchain affordances in digital health: a systematic review and research agenda for personalized health-care,Unknown,2025,UK,ScienceDirect,Q1,66,4.13,N/A
Hub-blockchain: Unveiling the transparency paradigm in physical supply chains,Unknown,2025,Canada,ScienceDirect,Q2,59,8.51,N/A
AI-Enabled Perspective for Scaling Consortium Blockchain,Unknown,2025,China,ScienceDirect,Q2,14,3.69,N/A
A blockchain-based circular economy taxonomy model for secure & efficient toxic materials supply chain: A technology-based intervention and case study approach,Unknown,2026,Canada,ScienceDirect,Q3,35,2.96,N/A
The emerging role of blockchain technology in ensuring food safety: A review,Unknown,2026,India,ScienceDirect,Q1,15,7.91,N/A
Blockchain technology through a paradox lens: Bridging the gap between promise and reality?,Unknown,2026,UK,ScienceDirect,Q1,75,6.33,N/A
BRIDGE: A memory-efficient blockchain-agnostic layer for chain topology representation in heterogeneous architectures,Unknown,2026,Germany,ScienceDirect,Q2,56,7.06,N/A
Can blockchain technology promote digital governance? An investigation of fintech’s mediating role and heterogeneity,Unknown,2025,Germany,ScienceDirect,Q1,22,3.71,N/A
Optimal decision-making and complex analysis in green supply chains considering blockchain and consumer privacy concern,Unknown,2026,UK,ScienceDirect,Q1,27,1.46,N/A
Blockchain-enabled quality transparency and invoice tokenization in deep-tier supply chains,Unknown,2025,Canada,ScienceDirect,Q2,79,7.92,N/A
Machine Learning and Blockchain Synergy: Opportunities and Challenges for ML Models and Smart Contracts,Unknown,2025,China,ScienceDirect,Q3,94,6.31,N/A
BISE: Enhance data sharing security through consortium blockchain and IPFS,Unknown,2026,India,ScienceDirect,Q2,24,4.96,N/A
Grid connection strategy for photovoltaic power supply chain empowered by blockchain: Partial grid connection or full grid connection?,Unknown,2026,Brazil,ScienceDirect,Q3,47,6.8,N/A
Retailer blockchain adoption with strategic consumers facing counterfeit entry,Unknown,2026,UK,ScienceDirect,Q2,128,6.42,N/A
The impact of retailer’s demand forecast information sharing on platform supply chain efficiency under blockchain technology,Unknown,2026,India,ScienceDirect,Q1,18,9.05,N/A
Challenges of IoT sensors in smart buildings ecosystems and integration of blockchain for enhanced security and efficiency,Unknown,2026,France,ScienceDirect,Q3,15,5.07,N/A
Blockchain-enabled governance of greenwashing in the building material supply chain: A differential game approach,Unknown,2025,China,ScienceDirect,Q1,12,1.23,N/A
Big Step: A fast quantum algorithm for nonce discovery in Proof-of-Work blockchains,Unknown,2025,Germany,ScienceDirect,Q1,48,3.21,N/A
Integrated blockchain and federated learning for the cybersecurity of distributed energy resources,Unknown,2025,France,ScienceDirect,Q1,2,2.44,N/A
"The impact of blockchain on the banking sector: A systematic review of applications, challenges, and future directions",Unknown,2026,India,ScienceDirect,Q3,55,5.07,N/A
Coordination of supply chain contracts on blockchain platforms,Unknown,2025,India,ScienceDirect,Q3,39,4.97,N/A
Blockchain barriers in public organizations: A systematic literature review,Unknown,2026,India,ScienceDirect,Q2,40,4.04,N/A
Security Assumptions in Permissionless Blockchains and Layer 2 Scalability Solutions: A Comprehensive Taxonomy,Unknown,2025,India,ScienceDirect,Q1,43,4.32,N/A
SimBlockLink: A Middleware for Linking IoT Simulations with Real Blockchain Platforms for Enhanced Performance Evaluation,Unknown,2025,Germany,ScienceDirect,Q3,74,3.71,N/A
A Mapping Methodology Enabling Object-Centric Process Mining on Blockchain Applications,Unknown,2025,Germany,ScienceDirect,Q1,7,7.26,N/A
Blockchain-based food traceability system and green brand image: Enhancing product trust and purchase intentions for online agricultural products,Unknown,2026,India,ScienceDirect,Q1,114,6.38,N/A
Protecting metadata privacy in blockchain-based EHR systems: A group addressing structure,Unknown,2025,China,ScienceDirect,Q2,1,1.74,N/A
Security-aware optimization of PoW-based blockchain performance using a genetic algorithm approach,Unknown,2025,Germany,ScienceDirect,Q1,132,7.34,N/A
Bidirectional Trust Model Based Incentive Mechanism for Mobile Crowdsensing in Blockchain Environment,Unknown,2025,Brazil,ScienceDirect,Q2,35,2.24,N/A
Blockchain based on proof-of-work consensus algorithm: Evolution and future potential,Unknown,2025,Germany,ScienceDirect,Q4,154,8.12,N/A
Blockchain-enhanced reinforcement learning: A sustainable solution for optimized municipal solid waste management,Unknown,2026,Brazil,ScienceDirect,Q1,11,2.87,N/A
Blockchain-enabled traceability for rice blending fraud: A practical framework to strengthen supply chain integrity in smart agricultural IoT,Unknown,2026,USA,ScienceDirect,Q1,27,5.52,N/A
Blockchain-based access control dynamic key authentication protocol in IoT,"Xiaoran Zhao, Changgen Peng, Weijie Tan, Hongfa Ding",2025,Brazil,ACM Digital Library,Q3,102,7.85,N/A
The Application of Blockchain Technology in International Commercial Arbitration,"Xin Yang, Ziqing Zhang, Yi Zhou",2025,USA,ACM Digital Library,Q1,23,5.98,N/A
BlockEdge: A Hybrid Blockchain Framework for Secure and Efficient Collaboration in EEC Environments,"Wangbo Shen, Weiwei Lin, Tiansheng Huang, Xinyi Hu, Mian Guo, Haijie Wu",2026,China,ACM Digital Library,Q2,7,7.91,N/A
A Blockchain-based Framework for News Fine-grained Detection and Management,"Huijian Han, Peidong Chen, Feng Yang, Rui Zhang",2023,UK,ACM Digital Library,Q1,21,5.43,N/A
3D-DAG: Scaling Blockchain via DAG,"Qin Wang, Shiping Chen",2025,Canada,ACM Digital Library,Q4,172,8.63,N/A
Cumulus: Blockchain-Enabled Privacy-Preserving Data Audit in Cloud,"Prabal Banerjee, Nishant Nikam, Subhra Mazumdar, Sushmita Ruj",2025,Brazil,ACM Digital Library,Q1,5,5.61,N/A
Time Tells All: Deanonymization of Blockchain RPC Users with Zero Transaction Fee,"Shan Wang, Ming Yang, Yu Liu, Yue Zhang, Shuaiqing Zhang, Zhen Ling, + 2",2025,UK,ACM Digital Library,Q1,25,3.6,N/A
Blockchain-based Secure Key Distribution for WSNs in Soil Monitoring,"Haosong Huang, Yong Ding, Yujue Wang, Changsong Yang, Hai Liang, + 1",2024,France,ACM Digital Library,Q2,28,2.59,N/A
ConsortiumSec: Blockchain-Based Distributed Security Framework for Consortium Applications,"Kewei Sha, Kwok-Bun Yue, Wei Wei, Yalong Wu, Madhuri Koduru, + 1",2025,China,ACM Digital Library,Q3,161,8.07,N/A
A Blockchain-based System for Dataset Certification and Integrity Verification,"Antonino Galletta, Salvatore Gabriele Branca, Maria Teresa Reggio, massimo Villari",2025,USA,ACM Digital Library,Q1,28,4.79,N/A
Research on Collaborative Mechanism of Distributed Measurement Data Annotation and Federated Learning Based on Blockchain Smart Contracts,"Zhiyuan He, Ting Li, Dan Pan, Yuxiang Cai, Ting Fu, Mingyang Lei",2025,USA,ACM Digital Library,Q1,8,2.85,N/A
Poster: RepuChainFL: A Blockchain-based Trustworthy Federated Learning System for VEC,"Muhammad Naveed, Wenjia Li",2025,Canada,ACM Digital Library,Q3,90,4.54,N/A
Achieving Privacy-Preserving Optimizer Architecture for Intent Execution on EVM Blockchain,"Weijie Wang, Haotian Deng, Jinwen Liang, Chuan Zhang",2025,USA,ACM Digital Library,Q2,6,1.64,N/A
Research on key technologies of park carbon emission monitoring and accounting based on blockchain,"Shijie Ji, Jiahan Hao, Zhuyu Shi, Wanli Hu, Ning Yang",2025,France,ACM Digital Library,Q4,0,0.96,N/A
Mining Attack with Zero Knowledge in the Blockchain,"Yu Jiaping, Gao Shang, Song Rui, Zhiping Cai, Xiao Bin",2025,Germany,ACM Digital Library,Q1,18,3.13,N/A
STRuB: A Self-Defense Trust Management Model Based on Blockchain for VANETs,"Lijun Wei, Cong Wu, Xiaoying Tao, Xiaofeng Xu, Yuhan Yang, Jing Wu, + 1",2024,India,ACM Digital Library,Q3,8,8.19,N/A
VPT: Privacy Preserving Energy Trading and Block Mining Mechanism for Blockchain Based Virtual Power Plants,"Muneeb Ul Hassan, Mubashir Husain Rehmani, Jinjun Chen",2025,USA,ACM Digital Library,Q1,49,6.2,N/A
BPI: A Novel Efficient and Reliable Search Structure for Hybrid Storage Blockchain,"Xinkui Zhao, Rengrong Xiong, Guanjie Cheng, Xinhao Jin, Shawn Shi, Xiubo Liang, + 4",2025,Brazil,ACM Digital Library,Q2,47,3.38,N/A
BlockGuardian: Intelligent Multi-Dimensional Blockchain Code Analysis Framework,"Ruohan Gao, Qiao Wu",2025,France,ACM Digital Library,Q3,9,3.12,N/A
Blockchain-based power data assetization business model and Strategic Value,"Xiaoli Guo, FENG LU, JIN LI",2024,Canada,ACM Digital Library,Q1,16,8.33,N/A
Research on Distributed Node Resource Optimization Mechanism for Multi-Agent Systems Combined with Blockchain Technology,"Zihang Yin;
Bing Bai;
Yang Liu;
Tongtong Cheng",2024,France,IEEE Xplore,Q4,5,1.3,N/A
Review of Blockchain Frameworks and Platforms,"A. Averin;
O. Averina",2020,Germany,IEEE Xplore,Q1,130,9.32,N/A
Research on blockchain technology in cryptographic exploration,"Yang Cheng;
Han Shaoqin",2020,India,IEEE Xplore,Q1,7,1.33,N/A
"Blockchain-Enabled Smart Contracts: Architecture, Applications, and Future Trends","Shuai Wang;
Liwei Ouyang;
Yong Yuan;
Xiaochun Ni;
Xuan Han;
Fei-Yue Wang",2019,China,IEEE Xplore,Q1,71,7.18,N/A
An Efficiency Evaluation Model for Designing Optimal Scheduling Mechanisms in N+X Hybrid Blockchain,"Peipei Wang;
Kun Meng;
Shuqin Li",2019,Canada,IEEE Xplore,Q3,49,7.04,N/A
Query-chain: Fast and Flexible Blockchain-based Platform for Diverse Application Services,"Youhawn Seol;
Jaehong Ahn;
Sehyun Park;
Mookeun Ji;
Jeongyeup Paek;
Heungseok Chae;
Jiheon Yi;
Youngju Kim",2019,Brazil,IEEE Xplore,Q2,24,8.29,N/A
Bow-tie structure of the Polkadot transfer network,"Matija Piskorec;
Ben Domenic James Murphy;
Florian Rüegsegger;
Sina Rafati Niya;
Claudio J. Tessone",2023,Canada,IEEE Xplore,Q4,37,4.22,N/A
"BlockSIM: A practical simulation tool for optimal network design, stability and planning","Santosh Pandey;
Gopal Ojha;
Bikesh Shrestha;
Rohit Kumar",2019,UK,IEEE Xplore,Q2,18,1.64,N/A
ShardingSim: A Modular Committee-Based Sharding Blockchain Simulator,"Yuehua Wu;
Yunxiao Wang;
Feihu Yan;
Wenzhi Chen",2024,India,IEEE Xplore,Q4,6,2.18,N/A
Toward a Decentralized Marketplace for Self-Maintaining Machines,"Daniel Miehle;
Matthias M. Meyer;
Andre Luckow;
Bernd Bruegge;
Michael Essig",2019,India,IEEE Xplore,Q1,56,3.75,N/A
Delay Analysis of Consensus Communication for Blockchain-Based Applications Using Network Calculus,"Shengcheng Ma;
Shuai Wang;
Wei-Tek Tsai",2022,Canada,IEEE Xplore,Q2,14,1.32,N/A
Enterprise Blockchain for Grid Modernization,Dr. Claudio Lima,2019,USA,IEEE Xplore,Q3,113,6.3,N/A
Understanding Blockchain Technology: The Bitcoin Case Study,Morgen Peck,2018,USA,IEEE Xplore,Q1,186,9.79,N/A
Enterprise Blockchain Overview,Steve Derezinski,2019,Brazil,IEEE Xplore,Q1,23,2.66,N/A
Implicit Authentication in Neural Key Exchange Based on the Randomization of the Public Blockchain,"Siwan Noh;
Kyung-Hyune Rhee",2020,Germany,IEEE Xplore,Q2,124,8.88,N/A
Fair Work Distribution on Permissioned Blockchains: a Mobile Window Based Approach,"Ivan Malakhov;
Andrea Marin;
Sabina Rossi;
Daria Smuseva",2020,Germany,IEEE Xplore,Q2,79,7.26,N/A
LRB: Locally Repairable Blockchain for IoT Integration,"Zihan Jiang;
Qi Chen;
Zhihong Deng;
He Zhang",2024,Canada,IEEE Xplore,Q1,77,9.71,N/A
A Privacy-Aware PKI System Based on Permissioned Blockchains,"Rong Wang;
Juan He;
Can Liu;
Qi Li;
Wei-Tek Tsai;
Enyan Deng",2018,India,IEEE Xplore,Q4,6,0.53,N/A
A Blockchain handling Data in a Waste Recycling Scenario and Fostering Participation,"Leonardo Pelonero;
Andrea Fornaia;
Emiliano Tramontana",2020,Canada,IEEE Xplore,Q3,47,3.96,N/A
"Blockchain-Powered Financial Service Platform: Enabling P2P Payments, Crowdfunding and Loans","Swapnil S. Sonawane;
Dilip Motwani",2024,Brazil,IEEE Xplore,Q2,45,9.12,N/A
Preliminary Discussion of Blockchain Application in Satellite Remote Sensing Data Share,"Hongjuan Liu;
Gang Wang;
Wenji Li",2022,Germany,IEEE Xplore,Q2,31,3.98,N/A
A Blockchain-based for Trustworthy Tourism Service Level Agreement,"Wanting Tang;
Jiayuan Zhang;
Rongxin Guo",2023,India,IEEE Xplore,Q1,105,6.57,N/A
FastChain: Scaling Blockchain System with Informed Neighbor Selection,"Ke Wang;
Hyong S. Kim",2019,China,IEEE Xplore,Q1,15,5.31,N/A
Bitcoin Options Pricing Using LSTM-Based Prediction Model and Blockchain Statistics,"Lun Li;
Ali Arab;
Jiqiang Liu;
Jingxian Liu;
Zhu Han",2019,Germany,IEEE Xplore,Q4,106,8.17,N/A
Enhancing Blockchain Traceability with DAG-Based Tokens,"Hiroki Watanabe;
Tatsuro Ishida;
Shigenori Ohashi;
Shigeru Fujimura;
Atsushi Nakadaira;
Kota Hidaka;
Jay Kishigami",2019,USA,IEEE Xplore,Q1,28,3.61,N/A
Towards Secure and Decentralized Sharing of IoT Data,"Hien Thi Thu Truong;
Miguel Almeida;
Ghassan Karame;
Claudio Soriente",2019,USA,IEEE Xplore,Q4,46,5.18,N/A
IEEE Draft Standard for Technical Requirements of Digital Collection Services Based on Blockchain Technologies,Unknown,2024,USA,IEEE Xplore,Q4,23,1.92,N/A
IEEE Approved Draft Standard for Technical Requirements of Digital Collection Services Based on Blockchain Technologies,Unknown,2024,USA,IEEE Xplore,Q2,38,9.5,N/A
Rust for Blockchain Application Development: Learn to build decentralized applications on popular blockchain technologies using Rust,Akhil Sharma,2024,India,IEEE Xplore,Q2,43,2.28,N/A
Enterprise Blockchain for the Internet of Things,"David Fragale;
Nancy Ranxing Li",2019,India,IEEE Xplore,Q1,20,6.98,N/A
Enterprise Blockchain for Supply Chain,Joseph Francis,2019,India,IEEE Xplore,Q2,3,3.85,N/A
A Blockchain Based Fund Management System for Construction Projects - A Comprehensive Case Study in Xiong'an New Area China,"Wenlue Song;
Hanyuan Wu;
Hongwei Meng;
Yifu Bian;
Cong Tang;
Jiaqi Xi;
Haogang Zhu",2023,Brazil,IEEE Xplore,Q2,18,1.18,N/A
MACS: A Multi-Asset Coin Selection Algorithm for UTXO-based Blockchains,"Gholamreza Ramezan;
Manvir Schneider;
Mel McCann",2023,Germany,IEEE Xplore,Q3,51,5.12,N/A
